X,Y,fid,icon_url
13.4545122781736,52.5167559036356,"1",./0.png
13.4561760329412,52.516280414123,"2",./0.png
13.4548123482299,52.5165353349958,"3",./0.png
13.4599432490938,52.5158989340257,"4",./0.png
13.4589123153359,52.5161104660527,"5",./0.png
13.4575337756713,52.516047187348,"6",./0.png
13.4559234987354,52.5153004917499,"7",./0.png
13.4528663493498,52.5164783847163,"8",./0.png
13.4531084850883,52.5168544359899,"9",./0.png
13.4528455524152,52.5167278806321,"10",./0.png
13.4586315567189,52.515013923605,"11",./0.png
13.4553278151088,52.5153646755262,"12",./0.png
13.4544721697997,52.5152308838865,"13",./0.png
13.4524875480411,52.5154369951617,"14",./0.png
13.4543057943229,52.515039235693,"15",./0.png
13.4500216257962,52.517273873998,"16",./0.png
13.4511238633297,52.5182881019444,"17",./0.png
13.4493858337956,52.5179464127915,"18",./0.png
13.4493115590292,52.5179120629413,"19",./0.png
13.4477636728972,52.51775839223,"20",./0.png
13.4471694747658,52.5171220089747,"21",./0.png
13.4445787709133,52.5181091222433,"22",./0.png
13.4459632525593,52.5190636722238,"23",./0.png
13.4445371770441,52.5192553028641,"24",./0.png
13.4443559466141,52.5174528571015,"25",./0.png
13.4438092843333,52.5171708227894,"26",./0.png
13.4419583571542,52.5176227999796,"27",./0.png
13.446830781831,52.5161873043573,"28",./0.png
13.4439786308007,52.5164223383375,"29",./0.png
13.4418989373411,52.5167079933285,"30",./0.png
13.4422019783881,52.5162415430797,"31",./0.png
13.4429566100148,52.5174781677846,"32",./0.png
13.441839517528,52.5178289000349,"33",./0.png
13.4452858666896,52.5124048923254,"34",./0.png
13.4430338557719,52.515239923875,"35",./0.png
13.4428199444446,52.5155038907187,"36",./0.png
13.4426060331174,52.515771471928,"37",./0.png
13.4417385038456,52.5155689781898,"38",./0.png
13.4384169362916,52.5169791830572,"39",./0.png
13.4387318613012,52.5180386148882,"40",./0.png
13.4386605575254,52.5179156787162,"41",./0.png
13.4545256476315,52.5161457212915,"42",./0.png
13.4496056871042,52.515850118798,"43",./0.png
13.4527252272936,52.5165045999335,"44",./0.png
13.4525172579477,52.5156584733053,"45",./0.png
13.4546096016385,52.5155038106579,"46",./0.png
13.443871675137,52.5150473717183,"47",./0.png
13.4432715350244,52.5150690677781,"48",./0.png
13.4436221119219,52.5157777998423,"49",./0.png
13.4406897441439,52.5178587302259,"50",./0.png
13.4348562039897,52.5183396262686,"51",./0.png
13.4345353369988,52.5171970375935,"52",./0.png
13.4369976919548,52.517254544577,"53",./0.png
13.4365169877667,52.5166365797548,"54",./0.png
13.4379816861604,52.5152137079033,"55",./0.png
13.4346185247372,52.5174989586919,"56",./0.png
13.4574119650543,52.5156910169384,"57",./0.png
13.4270959763947,52.5192308971215,"58",./0.png
13.42829625662,52.5193465982997,"59",./0.png
13.4282903146387,52.518536683653,"60",./0.png
13.4264839523195,52.518630692369,"61",./0.png
13.4275297410306,52.5179979375164,"62",./0.png
13.4310771038745,52.5177882224689,"63",./0.png
13.4313207251084,52.5186379238003,"64",./0.png
13.4303711767766,52.5178577632778,"65",./0.png
13.4369982882531,52.5180630212931,"66",./0.png
13.4398118164048,52.5179635877065,"67",./0.png
13.4473729876258,52.5153818514504,"68",./0.png
